image_name,tag
train_9300,6
train_9301,5
train_9302,5
train_9303,6
train_9304,2
train_9305,11
train_9306,5
train_9307,11
train_9308,0
train_9309,5
train_9310,5
train_9311,5
train_9312,0
train_9313,0
train_9314,5
train_9315,2
train_9316,10
train_9317,5
train_9318,11
train_9319,5
train_9320,5
train_9321,5
train_9322,5
train_9323,10
train_9324,5
train_9325,5
train_9326,0
train_9327,0
train_9328,10
train_9329,0
train_9330,11
train_9331,0
train_9332,5
train_9333,5
train_9334,5
train_9335,5
train_9336,0
train_9337,0
train_9338,5
train_9339,1
train_9340,5
train_9341,5
train_9342,0
train_9343,0
train_9344,5
train_9345,0
train_9346,6
train_9347,11
train_9348,0
train_9349,5
train_9350,5
train_9351,5
train_9352,5
train_9353,5
train_9354,5
train_9355,0
train_9356,5
train_9357,11
train_9358,11
train_9359,11
train_9360,5
train_9361,0
train_9362,0
train_9363,5
train_9364,11
train_9365,0
train_9366,0
train_9367,5
train_9368,11
train_9369,5
train_9370,5
train_9371,0
train_9372,5
train_9373,5
train_9374,5
train_9375,6
train_9376,11
train_9377,0
train_9378,5
train_9379,11
train_9380,6
train_9381,5
train_9382,0
train_9383,0
train_9384,9
train_9385,0
train_9386,5
train_9387,0
train_9388,5
train_9389,0
train_9390,5
train_9391,0
train_9392,0
train_9393,0
train_9394,0
train_9395,11
train_9396,5
train_9397,11
train_9398,11
train_9399,0
train_9400,5
train_9401,11
train_9402,5
train_9403,5
train_9404,5
train_9405,0
train_9406,5
train_9407,0
train_9408,10
train_9409,0
train_9410,0
train_9411,11
train_9412,2
train_9413,5
train_9414,6
train_9415,5
train_9416,11
train_9417,10
train_9418,11
train_9419,0
train_9420,10
train_9421,0
train_9422,6
train_9423,5
train_9424,0
train_9425,11
train_9426,10
train_9427,5
train_9428,5
train_9429,5
train_9430,0
train_9431,5
train_9432,5
train_9433,5
train_9434,5
train_9435,5
train_9436,0
train_9437,5
train_9438,6
train_9439,0
train_9440,5
train_9441,5
train_9442,6
train_9443,5
train_9444,11
train_9445,11
train_9446,5
train_9447,5
train_9448,10
train_9449,0
train_9450,0
train_9451,5
train_9452,11
train_9453,11
train_9454,5
train_9455,5
train_9456,5
train_9457,5
train_9458,5
train_9459,10
train_9460,11
train_9461,8
train_9462,0
train_9463,5
train_9464,5
train_9465,5
train_9466,5
train_9467,5
train_9468,5
train_9469,0
train_9470,5
train_9471,5
train_9472,0
train_9473,5
train_9474,5
train_9475,5
train_9476,5
train_9477,5
train_9478,11
train_9479,11
train_9480,10
train_9481,5
train_9482,5
train_9483,11
train_9484,6
train_9485,5
train_9486,5
train_9487,5
train_9488,0
train_9489,0
train_9490,0
train_9491,0
train_9492,5
train_9493,0
train_9494,0
train_9495,11
train_9496,10
train_9497,5
train_9498,0
train_9499,6
train_9500,0
train_9501,0
train_9502,0
train_9503,5
train_9504,5
train_9505,0
train_9506,0
train_9507,5
train_9508,5
train_9509,5
train_9510,5
train_9511,5
train_9512,5
train_9513,0
train_9514,10
train_9515,5
train_9516,5
train_9517,5
train_9518,10
train_9519,0
train_9520,0
train_9521,0
train_9522,6
train_9523,0
train_9524,11
train_9525,5
train_9526,5
train_9527,10
train_9528,0
train_9529,6
train_9530,5
train_9531,0
train_9532,5
train_9533,11
train_9534,0
train_9535,11
train_9536,5
train_9537,0
train_9538,5
train_9539,5
train_9540,0
train_9541,5
train_9542,5
train_9543,6
train_9544,5
train_9545,5
train_9546,5
train_9547,5
train_9548,0
train_9549,0
train_9550,11
train_9551,5
train_9552,0
train_9553,0
train_9554,5
train_9555,5
train_9556,0
train_9557,0
train_9558,10
train_9559,5
train_9560,5
train_9561,3
train_9562,0
train_9563,0
train_9564,11
train_9565,0
train_9566,5
train_9567,11
train_9568,11
train_9569,10
train_9570,5
train_9571,11
train_9572,0
train_9573,5
train_9574,11
train_9575,5
train_9576,5
train_9577,5
train_9578,11
train_9579,0
train_9580,0
train_9581,11
train_9582,11
train_9583,0
train_9584,5
train_9585,5
train_9586,5
train_9587,6
train_9588,5
train_9589,5
train_9590,5
train_9591,0
train_9592,0
train_9593,5
train_9594,5
train_9595,10
train_9596,5
train_9597,5
train_9598,0
train_9599,5
train_9600,5
train_9601,0
train_9602,0
train_9603,5
train_9604,5
train_9605,5
train_9606,5
train_9607,11
train_9608,0
train_9609,5
train_9610,5
train_9611,0
train_9612,0
train_9613,5
train_9614,5
train_9615,11
train_9616,5
train_9617,5
train_9618,5
train_9619,5
train_9620,0
train_9621,0
train_9622,5
train_9623,5
train_9624,2
train_9625,0
train_9626,0
train_9627,5
train_9628,2
train_9629,5
train_9630,0
train_9631,5
train_9632,0
train_9633,10
train_9634,0
train_9635,11
train_9636,5
train_9637,5
train_9638,0
train_9639,5
train_9640,11
train_9641,11
train_9642,11
train_9643,0
train_9644,5
train_9645,5
train_9646,0
train_9647,5
train_9648,11
train_9649,2
train_9650,5
train_9651,5
train_9652,5
train_9653,5
train_9654,0
train_9655,5
train_9656,11
train_9657,0
train_9658,11
train_9659,0
train_9660,0
train_9661,0
train_9662,0
train_9663,5
train_9664,1
train_9665,5
train_9666,5
train_9667,0
train_9668,5
train_9669,10
train_9670,9
train_9671,5
train_9672,0
train_9673,0
train_9674,11
train_9675,0
train_9676,5
train_9677,11
train_9678,11
train_9679,5
train_9680,5
train_9681,0
train_9682,5
train_9683,11
train_9684,5
train_9685,11
train_9686,0
train_9687,10
train_9688,0
train_9689,5
train_9690,11
train_9691,5
train_9692,0
train_9693,5
train_9694,0
train_9695,5
train_9696,0
train_9697,0
train_9698,5
train_9699,5
train_9700,11
train_9701,5
train_9702,0
train_9703,5
train_9704,11
train_9705,0
train_9706,0
train_9707,8
train_9708,5
train_9709,11
train_9710,5
train_9711,5
train_9712,0
train_9713,6
train_9714,10
train_9715,0
train_9716,0
train_9717,5
train_9718,0
train_9719,5
train_9720,0
train_9721,5
train_9722,0
train_9723,0
train_9724,5
train_9725,0
train_9726,10
train_9727,5
train_9728,5
train_9729,10
train_9730,11
train_9731,5
train_9732,5
train_9733,0
train_9734,0
train_9735,5
train_9736,0
train_9737,11
train_9738,10
train_9739,5
train_9740,5
train_9741,6
train_9742,5
train_9743,5
train_9744,3
train_9745,10
train_9746,0
train_9747,5
train_9748,1
train_9749,5
train_9750,0
train_9751,5
train_9752,6
train_9753,11
train_9754,0
train_9755,0
train_9756,6
train_9757,5
train_9758,0
train_9759,11
train_9760,11
train_9761,6
train_9762,0
train_9763,2
train_9764,0
train_9765,5
train_9766,0
train_9767,5
train_9768,0
train_9769,0
train_9770,6
train_9771,5
train_9772,0
train_9773,5
train_9774,1
train_9775,0
train_9776,5
train_9777,5
train_9778,0
train_9779,1
train_9780,0
train_9781,0
train_9782,0
train_9783,6
train_9784,5
train_9785,0
train_9786,5
train_9787,5
train_9788,0
train_9789,5
train_9790,0
train_9791,5
train_9792,0
train_9793,2
train_9794,5
train_9795,0
train_9796,0
train_9797,5
train_9798,5
train_9799,6
train_9800,0
train_9801,0
train_9802,11
train_9803,0
train_9804,5
train_9805,0
train_9806,0
train_9807,5
train_9808,5
train_9809,5
train_9810,0
train_9811,5
train_9812,0
train_9813,5
train_9814,5
train_9815,5
train_9816,5
train_9817,10
train_9818,5
train_9819,5
train_9820,5
train_9821,5
train_9822,0
train_9823,5
train_9824,11
train_9825,0
train_9826,0
train_9827,9
train_9828,5
train_9829,5
train_9830,1
train_9831,5
train_9832,5
train_9833,7
train_9834,0
train_9835,11
train_9836,0
train_9837,0
train_9838,5
train_9839,5
train_9840,0
train_9841,5
train_9842,10
train_9843,6
train_9844,6
train_9845,5
train_9846,1
train_9847,0
train_9848,5
train_9849,0
train_9850,5
train_9851,0
train_9852,6
train_9853,5
train_9854,5
train_9855,0
train_9856,5
train_9857,5
train_9858,0
train_9859,5
train_9860,0
train_9861,0
train_9862,5
train_9863,11
train_9864,0
train_9865,0
train_9866,10
train_9867,5
train_9868,6
train_9869,5
train_9870,11
train_9871,5
train_9872,5
train_9873,5
train_9874,5
train_9875,2
train_9876,5
train_9877,11
train_9878,0
train_9879,0
train_9880,5
train_9881,5
train_9882,2
train_9883,11
train_9884,5
train_9885,5
train_9886,0
train_9887,5
train_9888,5
train_9889,5
train_9890,5
train_9891,5
train_9892,11
train_9893,0
train_9894,5
train_9895,0
train_9896,11
train_9897,0
train_9898,2
train_9899,11
train_9900,8
train_9901,5
train_9902,5
train_9903,5
train_9904,0
train_9905,0
train_9906,0
train_9907,11
train_9908,5
train_9909,11
train_9910,10
train_9911,5
train_9912,5
train_9913,11
train_9914,5
train_9915,0
train_9916,3
train_9917,0
train_9918,5
train_9919,11
train_9920,5
train_9921,11
train_9922,5
train_9923,0
train_9924,5
train_9925,5
train_9926,5
train_9927,5
train_9928,5
train_9929,5
train_9930,10
train_9931,0
train_9932,5
train_9933,5
train_9934,5
train_9935,5
train_9936,0
train_9937,5
train_9938,5
train_9939,0
train_9940,5
train_9941,6
train_9942,5
train_9943,6
train_9944,10
train_9945,0
train_9946,0
train_9947,5
train_9948,3
train_9949,0
train_9950,6
train_9951,2
train_9952,0
train_9953,5
train_9954,5
train_9955,0
train_9956,0
train_9957,5
train_9958,5
train_9959,11
train_9960,5
train_9961,0
train_9962,5
train_9963,5
train_9964,0
train_9965,0
train_9966,0
train_9967,0
train_9968,5
train_9969,5
train_9970,5
train_9971,5
train_9972,6
train_9973,0
train_9974,0
train_9975,5
train_9976,11
train_9977,5
train_9978,10
train_9979,11
train_9980,5
train_9981,5
train_9982,5
train_9983,5
train_9984,5
train_9985,0
train_9986,0
train_9987,5
train_9988,5
train_9989,0
train_9990,5
train_9991,0
train_9992,0
train_9993,5
train_9994,5
train_9995,5
train_9996,10
train_9997,8
train_9998,5
train_9999,5
train_10000,5
train_10001,0
train_10002,0
train_10003,5
train_10004,5
train_10005,5
train_10006,5
train_10007,5
train_10008,1
train_10009,11
train_10010,5
train_10011,11
train_10012,11
train_10013,0
train_10014,5
train_10015,5
train_10016,5
train_10017,0
train_10018,0
train_10019,5
train_10020,11
train_10021,6
train_10022,5
train_10023,5
train_10024,11
train_10025,10
train_10026,5
train_10027,0
train_10028,11
train_10029,0
train_10030,0
train_10031,5
train_10032,5
train_10033,5
train_10034,10
train_10035,11
train_10036,0
train_10037,0
train_10038,5
train_10039,5
train_10040,5
train_10041,10
train_10042,5
train_10043,6
train_10044,5
train_10045,0
train_10046,5
train_10047,0
train_10048,5
train_10049,0
train_10050,5
train_10051,1
train_10052,0
train_10053,5
train_10054,0
train_10055,5
train_10056,0
train_10057,0
train_10058,0
train_10059,0
train_10060,5
train_10061,5
train_10062,5
train_10063,5
train_10064,11
train_10065,0
train_10066,0
train_10067,5
train_10068,0
train_10069,5
train_10070,6
train_10071,0
train_10072,0
train_10073,5
train_10074,5
train_10075,0
train_10076,0
train_10077,0
train_10078,0
train_10079,5
train_10080,11
train_10081,6
train_10082,0
train_10083,11
train_10084,5
train_10085,0
train_10086,5
train_10087,5
train_10088,0
train_10089,0
train_10090,0
train_10091,0
train_10092,5
train_10093,10
train_10094,5
train_10095,0
train_10096,6
train_10097,5
train_10098,0
train_10099,5
train_10100,5
train_10101,0
train_10102,5
train_10103,6
train_10104,11
train_10105,5
train_10106,1
train_10107,11
train_10108,0
train_10109,5
train_10110,0
train_10111,10
train_10112,5
train_10113,0
train_10114,5
train_10115,5
train_10116,10
train_10117,5
train_10118,5
train_10119,5
train_10120,0
train_10121,0
train_10122,5
train_10123,11
train_10124,0
train_10125,10
train_10126,0
train_10127,5
train_10128,6
train_10129,0
train_10130,5
train_10131,5
train_10132,5
train_10133,11
train_10134,5
train_10135,0
train_10136,5
train_10137,3
train_10138,11
train_10139,11
train_10140,0
train_10141,5
train_10142,5
train_10143,5
train_10144,0
train_10145,5
train_10146,5
train_10147,5
train_10148,5
train_10149,5
train_10150,5
train_10151,5
train_10152,11
train_10153,0
train_10154,3
train_10155,0
train_10156,5
train_10157,0
train_10158,5
train_10159,11
train_10160,0
train_10161,5
train_10162,5
train_10163,5
train_10164,10
train_10165,11
train_10166,6
train_10167,4
train_10168,0
train_10169,0
train_10170,5
train_10171,5
train_10172,0
train_10173,6
train_10174,5
train_10175,11
train_10176,0
train_10177,6
train_10178,0
train_10179,5
train_10180,0
train_10181,5
train_10182,5
train_10183,11
train_10184,11
train_10185,5
train_10186,5
train_10187,5
train_10188,10
train_10189,5
train_10190,5
train_10191,5
train_10192,5
train_10193,0
train_10194,0
train_10195,0
train_10196,5
train_10197,2
train_10198,5
train_10199,0
train_10200,5
train_10201,6
train_10202,0
train_10203,5
train_10204,5
train_10205,5
train_10206,5
train_10207,5
train_10208,11
train_10209,5
train_10210,0
train_10211,5
train_10212,5
train_10213,11
train_10214,0
train_10215,5
train_10216,0
train_10217,5
train_10218,0
train_10219,5
train_10220,0
train_10221,5
train_10222,5
train_10223,11
train_10224,6
train_10225,6
train_10226,5
train_10227,6
train_10228,5
train_10229,0
train_10230,0
train_10231,6
train_10232,5
train_10233,10
train_10234,10
train_10235,0
train_10236,0
train_10237,5
train_10238,5
train_10239,5
train_10240,5
train_10241,5
train_10242,0
train_10243,0
train_10244,5
train_10245,5
train_10246,6
train_10247,5
train_10248,0
train_10249,5
train_10250,5
train_10251,5
train_10252,11
train_10253,0
train_10254,5
train_10255,5
train_10256,5
train_10257,0
train_10258,5
train_10259,0
train_10260,10
train_10261,5
train_10262,0
train_10263,6
train_10264,11
train_10265,6
train_10266,5
train_10267,5
train_10268,0
train_10269,6
train_10270,5
train_10271,5
train_10272,5
train_10273,3
train_10274,10
train_10275,0
train_10276,5
train_10277,0
train_10278,5
train_10279,0
train_10280,5
train_10281,10
train_10282,5
train_10283,5
train_10284,5
train_10285,11
train_10286,11
train_10287,5
train_10288,5
train_10289,0
train_10290,5
train_10291,5
train_10292,5
train_10293,6
train_10294,5
train_10295,0
train_10296,9
train_10297,5
train_10298,5
train_10299,0
train_10300,5
train_10301,5
train_10302,5
train_10303,5
train_10304,5
train_10305,5
train_10306,5
train_10307,11
train_10308,5
train_10309,2
train_10310,5
train_10311,5
train_10312,0
train_10313,5
train_10314,5
train_10315,5
train_10316,0
train_10317,5
train_10318,5
train_10319,5
train_10320,11
train_10321,11
train_10322,11
train_10323,11
train_10324,5
train_10325,5
train_10326,6
train_10327,5
train_10328,0
train_10329,5
train_10330,0
train_10331,5
train_10332,11
train_10333,6
train_10334,5
train_10335,11
train_10336,5
train_10337,0
train_10338,5
train_10339,0
train_10340,5
train_10341,11
train_10342,5
train_10343,5
train_10344,0
train_10345,11
train_10346,0
train_10347,5
train_10348,5
train_10349,5
train_10350,0
train_10351,0
train_10352,0
train_10353,11
train_10354,10
train_10355,5
train_10356,11
train_10357,5
train_10358,5
train_10359,11
train_10360,5
train_10361,5
train_10362,0
train_10363,0
train_10364,5
train_10365,5
train_10366,5
train_10367,5
train_10368,5
train_10369,0
train_10370,0
train_10371,0
train_10372,11
train_10373,0
train_10374,5
train_10375,10
train_10376,5
train_10377,0
train_10378,5
train_10379,5
train_10380,0
train_10381,5
train_10382,10
train_10383,0
train_10384,5
train_10385,0
train_10386,5
train_10387,5
train_10388,6
train_10389,6
train_10390,5
train_10391,11
train_10392,10
train_10393,5
train_10394,6
train_10395,0
train_10396,5
train_10397,0
train_10398,5
train_10399,10
train_10400,5
train_10401,0
train_10402,0
train_10403,5
train_10404,5
train_10405,0
train_10406,6
train_10407,0
train_10408,5
train_10409,5
train_10410,5
train_10411,5
train_10412,11
train_10413,5
train_10414,0
train_10415,5
train_10416,5
train_10417,5
train_10418,0
train_10419,5
train_10420,0
train_10421,6
train_10422,11
train_10423,2
train_10424,11
train_10425,5
train_10426,0
train_10427,0
train_10428,5
train_10429,2
train_10430,0
train_10431,5
train_10432,2
train_10433,0
train_10434,5
train_10435,5
train_10436,0
train_10437,0
train_10438,0
train_10439,3
train_10440,0
train_10441,10
train_10442,5
train_10443,5
train_10444,6
train_10445,0
train_10446,11
train_10447,5
train_10448,5
train_10449,10
train_10450,0
train_10451,6
train_10452,5
train_10453,11
train_10454,0
train_10455,5
train_10456,5
train_10457,1
train_10458,5
train_10459,0
train_10460,0
train_10461,5
train_10462,10
train_10463,5
train_10464,11
train_10465,0
train_10466,5
train_10467,5
train_10468,5
train_10469,5
train_10470,0
train_10471,5
train_10472,5
train_10473,5
train_10474,2
train_10475,5
train_10476,5
train_10477,5
train_10478,0
train_10479,5
train_10480,0
train_10481,0
train_10482,5
train_10483,5
train_10484,11
train_10485,6
train_10486,0
train_10487,5
train_10488,5
train_10489,5
train_10490,0
train_10491,11
train_10492,11
train_10493,6
train_10494,5
train_10495,5
train_10496,5
train_10497,3
train_10498,0
train_10499,0
train_10500,5
train_10501,11
train_10502,0
train_10503,11
train_10504,5
train_10505,5
train_10506,0
train_10507,0
train_10508,0
train_10509,5
train_10510,5
train_10511,5
train_10512,10
train_10513,0
train_10514,0
train_10515,6
train_10516,0
train_10517,5
train_10518,5
train_10519,0
train_10520,0
train_10521,5
train_10522,10
train_10523,5
train_10524,0
train_10525,0
train_10526,5
train_10527,11
train_10528,11
train_10529,4
train_10530,11
train_10531,0
train_10532,11
train_10533,5
train_10534,5
train_10535,5
train_10536,0
train_10537,11
train_10538,6
train_10539,11
train_10540,6
train_10541,0
train_10542,0
train_10543,5
train_10544,0
train_10545,0
train_10546,11
train_10547,6
train_10548,5
train_10549,5
train_10550,11
train_10551,5
train_10552,6
train_10553,0
train_10554,5
train_10555,6
train_10556,5
train_10557,8
train_10558,0
train_10559,0
train_10560,5
train_10561,0
train_10562,11
train_10563,6
train_10564,0
train_10565,5
train_10566,6
train_10567,0
train_10568,0
train_10569,5
train_10570,0
train_10571,5
train_10572,5
train_10573,10
train_10574,5
train_10575,11
train_10576,0
train_10577,0
train_10578,11
train_10579,0
train_10580,0
train_10581,6
train_10582,5
train_10583,0
train_10584,5
train_10585,0
train_10586,5
train_10587,11
train_10588,11
train_10589,5
train_10590,9
train_10591,0
train_10592,0
train_10593,0
train_10594,0
train_10595,5
train_10596,5
train_10597,5
train_10598,6
train_10599,5
train_10600,0
train_10601,5
train_10602,0
train_10603,0
train_10604,5
train_10605,0
train_10606,5
train_10607,0
train_10608,5
train_10609,6
train_10610,0
train_10611,5
train_10612,5
train_10613,5
train_10614,0
train_10615,5
train_10616,0
train_10617,5
train_10618,5
train_10619,11
train_10620,11
train_10621,6
train_10622,0
train_10623,5
train_10624,0
train_10625,11
train_10626,6
train_10627,5
train_10628,5
train_10629,0
train_10630,11
train_10631,0
train_10632,0
train_10633,0
train_10634,0
train_10635,5
train_10636,5
train_10637,11
train_10638,0
train_10639,11
train_10640,0
train_10641,5
train_10642,6
train_10643,3
train_10644,5
train_10645,0
train_10646,10
train_10647,5
train_10648,0
train_10649,5
train_10650,0
train_10651,5
train_10652,0
train_10653,0
train_10654,2
train_10655,5
train_10656,11
train_10657,0
train_10658,5
train_10659,10
train_10660,5
train_10661,6
train_10662,5
train_10663,6
train_10664,10
train_10665,5
train_10666,6
train_10667,6
train_10668,5
train_10669,0
train_10670,0
train_10671,11
train_10672,0
train_10673,5
train_10674,5
train_10675,11
train_10676,0
train_10677,0
train_10678,5
train_10679,5
train_10680,11
train_10681,0
train_10682,5
train_10683,5
train_10684,0
train_10685,0
train_10686,5
train_10687,6
train_10688,5
train_10689,0
train_10690,0
train_10691,0
train_10692,10
train_10693,5
train_10694,5
train_10695,0
train_10696,8
train_10697,11
train_10698,5
train_10699,0
train_10700,0
train_10701,0
train_10702,5
train_10703,5
train_10704,2
train_10705,5
train_10706,0
train_10707,0
train_10708,0
train_10709,0
train_10710,6
train_10711,5
train_10712,0
train_10713,5
train_10714,5
train_10715,0
train_10716,5
train_10717,5
train_10718,10
train_10719,0
train_10720,5
train_10721,0
train_10722,5
train_10723,11
train_10724,5
train_10725,5
train_10726,5
train_10727,0
train_10728,10
train_10729,11
train_10730,5
train_10731,5
train_10732,5
train_10733,5
train_10734,5
train_10735,0
train_10736,0
train_10737,5
train_10738,0
train_10739,4
train_10740,0
train_10741,3
train_10742,5
train_10743,0
train_10744,0
train_10745,5
train_10746,11
train_10747,5
train_10748,10
train_10749,5
train_10750,11
train_10751,5
train_10752,5
train_10753,10
train_10754,5
train_10755,0
train_10756,5
train_10757,5
train_10758,10
train_10759,11
train_10760,5
train_10761,5
train_10762,0
train_10763,11
train_10764,0
train_10765,5
train_10766,11
train_10767,0
train_10768,5
train_10769,0
train_10770,0
train_10771,2
train_10772,11
train_10773,5
train_10774,5
train_10775,0
train_10776,5
train_10777,0
train_10778,5
train_10779,5
train_10780,11
train_10781,11
train_10782,0
train_10783,0
train_10784,0
train_10785,5
train_10786,0
train_10787,1
train_10788,6
train_10789,0
train_10790,0
train_10791,5
train_10792,0
train_10793,6
train_10794,5
train_10795,5
train_10796,10
train_10797,5
train_10798,0
train_10799,5
train_10800,0
train_10801,0
train_10802,5
train_10803,5
train_10804,0
train_10805,11
train_10806,5
train_10807,0
train_10808,11
train_10809,5
train_10810,5
train_10811,0
train_10812,5
train_10813,5
train_10814,5
train_10815,0
train_10816,6
train_10817,0
train_10818,0
train_10819,5
train_10820,5
train_10821,0
train_10822,5
train_10823,5
train_10824,11
train_10825,5
train_10826,0
train_10827,5
train_10828,5
train_10829,0
train_10830,0
train_10831,11
train_10832,11
train_10833,5
train_10834,10
train_10835,5
train_10836,5
train_10837,5
train_10838,2
train_10839,5
train_10840,0
train_10841,5
train_10842,0
train_10843,5
train_10844,5
train_10845,0
train_10846,0
train_10847,5
train_10848,5
train_10849,5
train_10850,5
train_10851,5
train_10852,5
train_10853,5
train_10854,0
train_10855,5
train_10856,6
train_10857,5
train_10858,2
train_10859,5
train_10860,5
train_10861,5
train_10862,5
train_10863,0
train_10864,0
train_10865,5
train_10866,2
train_10867,5
train_10868,5
train_10869,5
train_10870,0
train_10871,10
train_10872,0
train_10873,5
train_10874,5
train_10875,11
train_10876,5
train_10877,11
train_10878,5
train_10879,5
train_10880,0
train_10881,0
train_10882,11
train_10883,5
train_10884,5
train_10885,0
train_10886,2
train_10887,0
train_10888,2
train_10889,6
train_10890,5
train_10891,6
train_10892,5
train_10893,5
train_10894,11
train_10895,6
train_10896,5
train_10897,5
train_10898,11
train_10899,0
train_10900,0
train_10901,0
train_10902,5
train_10903,5
train_10904,0
train_10905,6
train_10906,0
train_10907,5
train_10908,6
train_10909,5
train_10910,5
train_10911,10
train_10912,0
train_10913,0
train_10914,5
train_10915,0
train_10916,5
train_10917,0
train_10918,0
train_10919,0
train_10920,0
train_10921,0
train_10922,5
train_10923,5
train_10924,2
train_10925,2
train_10926,0
train_10927,0
train_10928,5
train_10929,0
train_10930,5
train_10931,2
train_10932,5
train_10933,0
train_10934,3
train_10935,5
train_10936,5
train_10937,0
train_10938,5
train_10939,5
train_10940,6
train_10941,0
train_10942,5
train_10943,0
train_10944,10
train_10945,0
train_10946,0
train_10947,5
train_10948,5
train_10949,5
train_10950,5
train_10951,10
train_10952,6
train_10953,0
train_10954,5
train_10955,5
train_10956,5
train_10957,0
train_10958,5
train_10959,0
train_10960,5
train_10961,5
train_10962,0
train_10963,0
train_10964,5
train_10965,5
train_10966,0
train_10967,5
train_10968,5
train_10969,5
train_10970,0
train_10971,11
train_10972,0
train_10973,0
train_10974,0
train_10975,5
train_10976,2
train_10977,0
train_10978,0
train_10979,5
train_10980,5
train_10981,11
train_10982,0
train_10983,5
train_10984,0
train_10985,0
train_10986,11
train_10987,11
train_10988,1
train_10989,3
train_10990,1
train_10991,0
train_10992,2
train_10993,0
train_10994,11
train_10995,5
train_10996,0
train_10997,1
train_10998,5
train_10999,5
train_11000,11
train_11001,5
train_11002,0
train_11003,5
train_11004,5
train_11005,0
train_11006,5
train_11007,10
train_11008,6
train_11009,0
train_11010,2
train_11011,5
train_11012,0
train_11013,11
train_11014,0
train_11015,0
train_11016,5
train_11017,11
train_11018,0
train_11019,5
train_11020,0
train_11021,5
train_11022,0
train_11023,0
train_11024,10
train_11025,5
train_11026,10
train_11027,5
train_11028,5
train_11029,0
train_11030,5
train_11031,5
train_11032,11
train_11033,11
train_11034,0
train_11035,1
train_11036,0
train_11037,5
train_11038,10
train_11039,10
train_11040,0
train_11041,0
train_11042,11
train_11043,5
train_11044,5
train_11045,5
train_11046,0
train_11047,6
train_11048,5
train_11049,0
train_11050,6
train_11051,0
train_11052,5
train_11053,5
train_11054,5
train_11055,0
train_11056,0
train_11057,5
train_11058,10
train_11059,0
train_11060,0
train_11061,2
train_11062,0
train_11063,5
train_11064,0
train_11065,5
train_11066,0
train_11067,5
train_11068,5
train_11069,0
train_11070,5
train_11071,0
train_11072,5
train_11073,11
train_11074,5
train_11075,5
train_11076,0
train_11077,11
train_11078,0
train_11079,5
train_11080,5
train_11081,0
train_11082,0
train_11083,5
train_11084,11
train_11085,0
train_11086,0
train_11087,10
train_11088,5
train_11089,5
train_11090,0
train_11091,0
train_11092,1
train_11093,5
train_11094,0
train_11095,5
train_11096,0
train_11097,11
train_11098,0
train_11099,5
train_11100,5
train_11101,11
train_11102,2
train_11103,0
train_11104,5
train_11105,6
train_11106,0
train_11107,5
train_11108,0
train_11109,5
train_11110,5
train_11111,11
train_11112,0
train_11113,6
train_11114,0
train_11115,11
train_11116,5
train_11117,0
train_11118,6
train_11119,11
train_11120,11
train_11121,0
train_11122,11
train_11123,5
train_11124,5
train_11125,0
train_11126,5
train_11127,5
train_11128,10
train_11129,5
train_11130,5
train_11131,5
train_11132,6
train_11133,5
train_11134,5
train_11135,5
train_11136,10
train_11137,10
train_11138,11
train_11139,0
train_11140,5
train_11141,5
train_11142,0
train_11143,5
train_11144,0
train_11145,5
train_11146,5
train_11147,5
train_11148,0
train_11149,5
train_11150,6
train_11151,5
train_11152,0
train_11153,0
train_11154,5
train_11155,5
train_11156,10
train_11157,5
train_11158,5
train_11159,5
train_11160,0
train_11161,6
train_11162,0
train_11163,11
train_11164,10
train_11165,0
train_11166,0
train_11167,11
train_11168,0
train_11169,0
train_11170,0
train_11171,6
train_11172,5
train_11173,5
train_11174,0
train_11175,5
train_11176,0
train_11177,5
train_11178,11
train_11179,0
train_11180,5
train_11181,5
train_11182,5
train_11183,5
train_11184,5
train_11185,5
train_11186,0
train_11187,0
train_11188,10
train_11189,0
train_11190,0
train_11191,6
train_11192,5
train_11193,0
train_11194,0
train_11195,5
train_11196,0
train_11197,0
train_11198,3
train_11199,5
train_11200,5
train_11201,0
train_11202,5
train_11203,11
train_11204,5
train_11205,5
train_11206,5
train_11207,6
train_11208,5
train_11209,5
train_11210,0
train_11211,6
train_11212,5
train_11213,11
train_11214,9
train_11215,11
train_11216,0
train_11217,5
train_11218,6
train_11219,10
train_11220,5
train_11221,10
train_11222,5
train_11223,5
train_11224,5
train_11225,10
train_11226,0
train_11227,5
train_11228,5
train_11229,6
train_11230,5
train_11231,0
train_11232,5
train_11233,10
train_11234,5
train_11235,0
train_11236,0
train_11237,5
train_11238,11
train_11239,5
train_11240,6
train_11241,5
train_11242,10
train_11243,5
train_11244,5
train_11245,5
train_11246,2
train_11247,5
train_11248,5
train_11249,5
train_11250,0
train_11251,0
train_11252,5
train_11253,5
train_11254,5
train_11255,11
train_11256,10
train_11257,5
train_11258,11
train_11259,6
train_11260,6
train_11261,0
train_11262,5
train_11263,2
train_11264,5
train_11265,0
train_11266,7
train_11267,5
train_11268,11
train_11269,5
train_11270,0
train_11271,5
train_11272,0
train_11273,5
train_11274,5
train_11275,5
train_11276,11
train_11277,2
train_11278,5
train_11279,0
train_11280,5
train_11281,5
train_11282,0
train_11283,6
train_11284,0
train_11285,0
train_11286,0
train_11287,5
train_11288,0
train_11289,5
train_11290,0
train_11291,5
train_11292,0
train_11293,11
train_11294,6
train_11295,5
train_11296,10
train_11297,11
train_11298,0
